match_id,player_id,date,average,average_last4,dismissal_rate,dismissal_rate_last4,av_n,dr_n
1571,5540,2018-05-05,26.53846153846154,19.5,11.666666666666666,11.666666666666666,11.0,1.0
4600,5541,2018-05-05,inf,inf,,,2.0,0.0
4600,5542,2018-05-05,,,,,0.0,0.0
4600,5543,2018-05-05,19.06122448979592,19.625,38.333333333333336,38.333333333333336,29.0,2.0
4600,5544,2018-05-05,15.071428571428571,14.0,,,9.0,0.0
4600,5545,2018-05-05,,,,,0.0,0.0
4600,5546,2018-05-05,24.1875,25.2,25.666666666666668,25.666666666666668,27.0,2.0
1571,5561,2018-05-05,49.5,40.0,,,5.0,0.0
10215,5562,2018-05-05,20.91891891891892,12.833333333333334,32.666666666666664,32.666666666666664,24.0,2.0
10215,5563,2018-05-05,24.655172413793103,70.0,101.0,101.0,24.0,2.0
10215,5565,2018-05-05,32.42857142857143,25.833333333333332,inf,inf,21.0,1.0
13035,5580,2018-05-05,18.0,18.0,,,4.0,0.0
13035,5583,2018-05-05,20.76923076923077,20.166666666666668,24.0,24.0,11.0,1.0
13035,5584,2018-05-05,,,,,0.0,0.0
13035,5585,2018-05-05,28.14814814814815,23.142857142857142,9.75,9.75,21.0,1.0
10215,5604,2018-05-05,,,,,0.0,0.0
10215,5605,2018-05-05,24.153846153846153,122.0,98.0,98.0,26.0,2.0
10215,5611,2018-05-05,17.238095238095237,16.5,26.5,26.5,27.0,2.0
10215,5612,2018-05-05,31.0,31.0,,,2.0,0.0
10215,5613,2018-05-05,21.23404255319149,38.75,49.5,49.5,32.0,2.0
1571,5627,2018-05-05,21.625,8.833333333333334,,,9.0,0.0
1571,5629,2018-05-05,15.75,15.5,,,6.0,0.0
1571,5630,2018-05-05,17.79591836734694,25.333333333333332,53.5,53.5,30.0,3.0
1571,5632,2018-05-05,inf,inf,,,1.0,0.0
1571,5633,2018-05-05,inf,inf,,,2.0,0.0
1571,5635,2018-05-05,21.464285714285715,18.25,28.333333333333332,28.333333333333332,27.0,3.0
1571,5636,2018-05-05,17.42222222222222,9.6,15.25,15.25,28.0,3.0
1571,5640,2018-05-05,,,,,0.0,0.0
1571,5641,2018-05-05,21.76923076923077,44.666666666666664,41.666666666666664,41.666666666666664,26.0,3.0
1571,5642,2018-05-05,29.5,29.5,41.0,41.0,2.0,2.0
1571,5643,2018-05-05,141.0,141.0,108.0,108.0,3.0,3.0
1571,5644,2018-05-05,,,,,0.0,0.0
3797,5658,2018-05-05,20.4,20.0,48.0,48.0,6.0,1.0
3797,5659,2018-05-05,33.0,33.0,61.0,61.0,1.0,1.0
3797,5662,2018-05-05,,,,,0.0,0.0
3797,5663,2018-05-05,23.470588235294116,54.0,19.5,19.5,15.0,1.0
3797,5664,2018-05-05,,,,,0.0,0.0
3797,5665,2018-05-05,,,,,0.0,0.0
3797,5666,2018-05-05,7.666666666666667,7.666666666666667,,,1.0,0.0
3797,5667,2018-05-05,,,,,0.0,0.0
3797,5669,2018-05-05,19.666666666666668,101.0,44.0,44.0,21.0,1.0
3797,5672,2018-05-05,27.75,20.166666666666668,22.666666666666668,22.666666666666668,17.0,1.0
10215,5674,2018-05-05,24.0,24.0,33.0,33.0,1.0,1.0
10215,5685,2018-05-05,16.0,16.0,,,3.0,0.0
10215,5690,2018-05-05,8.9,8.9,14.857142857142858,14.857142857142858,3.0,2.0
3797,5733,2018-05-05,32.2,inf,inf,inf,25.0,1.0
3317,5744,2018-05-05,22.0,10.75,,,6.0,0.0
3317,5746,2018-05-05,inf,inf,inf,inf,1.0,1.0
3317,5747,2018-05-05,14.523809523809524,11.272727272727273,20.666666666666668,20.666666666666668,15.0,1.0
3317,5750,2018-05-05,22.96551724137931,35.666666666666664,32.5,32.5,18.0,1.0
10215,5800,2018-05-05,,,,,0.0,0.0
3317,5810,2018-05-05,,,,,0.0,0.0
3317,5862,2018-05-05,32.0,32.0,47.0,47.0,1.0,1.0
15971,5873,2018-05-05,32.375,19.0,,,8.0,0.0
14819,5895,2018-05-05,20.875,32.333333333333336,inf,inf,24.0,1.0
3317,5912,2018-05-05,16.047619047619047,104.0,,,13.0,0.0
9136,6231,2018-05-05,32.45454545454545,21.8,,,10.0,0.0
9934,6234,2018-05-05,,,,,0.0,0.0
3317,6300,2018-05-05,20.0,20.0,30.5,30.5,2.0,1.0
7991,6357,2018-05-05,22.321428571428573,12.625,inf,inf,19.0,1.0
15971,6649,2018-05-05,15.0,15.0,,,4.0,0.0
15971,6656,2018-05-05,21.294117647058822,13.222222222222221,,,11.0,0.0
16347,6677,2018-05-05,inf,inf,,,1.0,0.0
16347,6681,2018-05-05,,,,,0.0,0.0
16347,6682,2018-05-05,16.652173913043477,14.0,inf,inf,14.0,1.0
4600,6688,2018-05-05,22.0625,16.0,22.75,22.75,23.0,2.0
16347,6697,2018-05-05,25.0,25.0,,,4.0,0.0
7991,6762,2018-05-05,12.0,12.0,29.0,29.0,1.0,1.0
13035,6841,2018-05-05,20.857142857142858,26.0,39.0,39.0,27.0,2.0
3797,6903,2018-05-05,,,,,0.0,0.0
7991,6908,2018-05-05,,,,,0.0,0.0
7991,6909,2018-05-05,20.24137931034483,28.75,36.0,36.0,16.0,1.0
7991,6910,2018-05-05,,,,,0.0,0.0
7991,6911,2018-05-05,,,,,0.0,0.0
7991,6914,2018-05-05,24.956521739130434,10.666666666666666,18.333333333333332,18.333333333333332,20.0,1.0
